"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Заполнение глицерином","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G20-S-2G-40F-6MPa-VE-GW","от 0 до 6МПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-10MPa-VE-GW","от 0 до 10МПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-16MPa-VE-GW","от 0 до 16МПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-25MPa-VE-GW","от 0 до 25МПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-40MPa-VE-GW","от 0 до 40МПа","G 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-60kPa-VE-GW","от 0 до 60кПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-100kPa-VE-GW","от 0 до 100кПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-160kPa-VE-GW","от 0 до 160кПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-250kPa-VE-GW","от 0 до 250кПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-400kPa-VE-GW","от 0 до 400кПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-600kPa-VE-GW","от 0 до 600кПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-1MPa-VE-GW","от 0 до 1МПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-1,6MPa-VE-GW","от 0 до 1.6МПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-2,5MPa-VE-GW","от 0 до 2.5МПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-40Far-VE-GW","от 0 до 4МПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-6MPa-VE-GW","от 0 до 6МПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-10MPa-VE-GW","от 0 до 10МПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-16MPa-VE-GW","от 0 до 16МПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-25MPa-VE-GW","от 0 до 25МПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-40MPa-VE-GW","от 0 до 40МПа","M10x1","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-60kPa-VE-GW","от 0 до 60кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-100kPa-VE-GW","от 0 до 100кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-160kPa-VE-GW","от 0 до 160кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-250kPa-VE-GW","от 0 до 250кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-400kPa-VE-GW","от 0 до 400кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-600kPa-VE-GW","от 0 до 600кПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-1MPa-VE-GW","от 0 до 1МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-1,6MPa-VE-GW","от 0 до 1.6МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-2,5MPa-VE-GW","от 0 до 2.5МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-4MPa-VE-GW","от 0 до 4МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-6MPa-VE-GW","от 0 до 6МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-10MPa-VE-GW","от 0 до 10МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-16MPa-VE-GW","от 0 до 16МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-25MPa-VE-GW","от 0 до 25МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-40MPa-VE-GW","от 0 до 40МПа","NPT 1/8","40мм","да","да","<img src=assets/inventory/F.png>"
,"G22-S-6M-63A-0.6bar","от 0 до 0.6бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1bar","от 0 до 1бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1.6bar","от 0 до 1.6бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-2.5bar","от 0 до 2.5бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-4bar","от 0 до 4бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-6bar","от 0 до 6бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-10bar","от 0 до 10бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-16bar","от 0 до 16бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-25bar","от 0 до 25бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-40bar","от 0 до 40бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-60bar","от 0 до 60бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-100bar","от 0 до 100бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-160bar","от 0 до 160бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-250bar","от 0 до 250бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-400bar","от 0 до 400бар","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-8psi","от 0 до 8psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-15psi","от 0 до 15psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-23psi","от 0 до 23psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-35psi","от 0 до 35psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-60psi","от 0 до 60psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-85psi","от 0 до 85psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-150psi","от 0 до 150psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-230psi","от 0 до 230psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-350psi","от 0 до 350psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-600psi","от 0 до 600psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-850psi","от 0 до 850psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1500psi","от 0 до 1500psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-2300psi","от 0 до 2300psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-3500psi","от 0 до 3500psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-6000psi","от 0 до 6000psi","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-60kPa","от 0 до 60кПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-160kPa","от 0 до 160кПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-100kPa","от 0 до 100кПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-250kPa","от 0 до 250кПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-400kPa","от 0 до 400кПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-600kPa","от 0 до 600кПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1MPa","от 0 до 1МПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1.6MPa","от 0 до 1.6МПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-2.5MPa","от 0 до 2.5МПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-4MPa","от 0 до 4МПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-6MPa","от 0 до 6МПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-10MPa","от 0 до 10МПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-16MPa","от 0 до 16МПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-25MPa","от 0 до 25МПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-40MPa","от 0 до 40МПа","ниппель 6мм","63мм","нет","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-0.6bar-GW","от 0 до 0.6бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1bar-GW","от 0 до 1бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1.6bar-GW","от 0 до 1.6бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-2.5bar-GW","от 0 до 2.5бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-4bar-GW","от 0 до 4бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-6bar-GW","от 0 до 6бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-10bar-GW","от 0 до 10бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-16bar-GW","от 0 до 16бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-25bar-GW","от 0 до 25бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-40bar-GW","от 0 до 40бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-60bar-GW","от 0 до 60бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-100bar-GW","от 0 до 100бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-160bar-GW","от 0 до 160бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-250bar-GW","от 0 до 250бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-400bar-GW","от 0 до 400бар","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-8psi-GW","от 0 до 8psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-15psi-GW","от 0 до 15psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-23psi-GW","от 0 до 23psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-35psi-GW","от 0 до 35psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-60psi-GW","от 0 до 60psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-85psi-GW","от 0 до 85psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-150psi-GW","от 0 до 150psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-230psi-GW","от 0 до 230psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-350psi-GW","от 0 до 350psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-600psi-GW","от 0 до 600psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-850psi-GW","от 0 до 850psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1500psi-GW","от 0 до 1500psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-2300psi-GW","от 0 до 2300psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-3500psi-GW","от 0 до 3500psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-6000psi-GW","от 0 до 6000psi","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-60kPa-GW","от 0 до 60кПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-160kPa-GW","от 0 до 160кПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-100kPa-GW","от 0 до 100кПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-250kPa-GW","от 0 до 250кПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-400kPa-GW","от 0 до 400кПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-600kPa-GW","от 0 до 600кПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1MPa-GW","от 0 до 1МПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1.6MPa-GW","от 0 до 1.6МПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-2.5MPa-GW","от 0 до 2.5МПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-4MPa-GW","от 0 до 4МПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-6MPa-GW","от 0 до 6МПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-10MPa-GW","от 0 до 10МПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-16MPa-GW","от 0 до 16МПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-25MPa-GW","от 0 до 25МПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-40MPa-GW","от 0 до 40МПа","ниппель 6мм","63мм","да","нет","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-0.6bar-VE","от 0 до 0.6бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1bar-VE","от 0 до 1бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1.6bar-VE","от 0 до 1.6бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-2.5bar-VE","от 0 до 2.5бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-4bar-VE","от 0 до 4бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-6bar-VE","от 0 до 6бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-10bar-VE","от 0 до 10бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-16bar-VE","от 0 до 16бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-25bar-VE","от 0 до 25бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-40bar-VE","от 0 до 40бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-60bar-VE","от 0 до 60бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-100bar-VE","от 0 до 100бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-160bar-VE","от 0 до 160бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-250bar-VE","от 0 до 250бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-400bar-VE","от 0 до 400бар","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-8psi-VE","от 0 до 8psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-15psi-VE","от 0 до 15psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-23psi-VE","от 0 до 23psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-35psi-VE","от 0 до 35psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-60psi-VE","от 0 до 60psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-85psi-VE","от 0 до 85psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-150psi-VE","от 0 до 150psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-230psi-VE","от 0 до 230psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-350psi-VE","от 0 до 350psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-600psi-VE","от 0 до 600psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-850psi-VE","от 0 до 850psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-1500psi-VE","от 0 до 1500psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-2300psi-VE","от 0 до 2300psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-3500psi-VE","от 0 до 3500psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-6000psi-VE","от 0 до 6000psi","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-60kPa-VE","от 0 до 60кПа","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-160kPa-VE","от 0 до 160кПа","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-100kPa-VE","от 0 до 100кПа","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-6M-63A-250kPa-VE","от 0 до 250кПа","ниппель 6мм","63мм","нет","да","<img src=assets/inventory/A.png>"
